"hrgcode","hrg","trim.el","trim.nel","nelshortst","perc.nelshortst","tariff.op","tariff.dcel","tariff.dc","tariff.el","tariff.nel","tariff.overtrim","tariff.nelshortst"
"AA16B","Minor Intracranial Procedures Except Trauma with Non-Transient Stroke or Cerebrovascular Accident, Nervous System Infections or Encephalopathy, without CC",6,38,"No","-",0,2458,0,0,6512,200,0
"AA17A","Minor Intracranial Procedures Except Trauma with Haemorrhagic Cerebrovascular Disorders with CC",19,60,"No","-",0,7105,0,0,7649,200,0
"AA17B","Minor Intracranial Procedures Except Trauma with Haemorrhagic Cerebrovascular Disorders without CC",5,33,"No","-",0,5751,0,0,4995,200,0
"AA18A","Minor Intracranial Procedures Except Trauma with Brain Tumours or Cerebral Cysts, with CC",11,29,"No","-",0,4127,0,0,5953,200,0
"AA18B","Minor Intracranial Procedures Except Trauma with Brain Tumours or Cerebral Cysts, without CC",9,21,"No","-",0,3939,0,0,5320,200,0
"AA19A","Minor Intracranial Procedures Except Trauma with Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC",8,20,"No","-",0,2041,0,0,4454,200,0
"AA19B","Minor Intracranial Procedures Except Trauma with Cerebral Degenerations or Miscellaneous Disorders of Nervous System, without CC",5,11,"No","-",0,1597,0,0,3182,200,0
"AA20A","Minor Intracranial Procedures Except Trauma with Muscular, Balance, Cranial or Peripheral Nerve Disorders or Epilepsy, with CC",5,22,"No","-",0,2520,0,0,3442,200,0
"AA20B","Minor Intracranial Procedures Except Trauma with Muscular, Balance, Cranial or Peripheral Nerve Disorders or Epilepsy, without CC",5,5,"No","-",0,1822,0,0,1519,200,0
"AA21A","Minor Intracranial Procedures Except Trauma with Other Diagnoses with CC",5,36,"No","-",0,1489,0,0,5588,200,0
"AA21B","Minor Intracranial Procedures Except Trauma with Other Diagnoses without CC",5,21,"No","-",0,823,0,0,4146,200,0
"AA22A","Non-Transient Stroke or Cerebrovascular Accident, Nervous System Infections or Encephalopathy, with CC",63,41,"Yes","30%",0,3388,0,0,3781,200,1134
"AA22B","Non-Transient Stroke or Cerebrovascular Accident, Nervous System Infections or Encephalopathy, without CC",5,16,"Yes","30%",0,671,0,0,2220,200,666
"AA23A","Haemorrhagic Cerebrovascular Disorders with CC",117,45,"Yes","30%",0,7068,0,0,3994,200,1198
"AA23B","Haemorrhagic Cerebrovascular Disorders without CC",44,13,"Yes","30%",0,3451,0,0,2085,200,625
"AA24A","Brain Tumours or Cerebral Cysts, with CC",5,32,"Yes","30%",0,944,0,0,3243,200,973
"AA24B","Brain Tumours or Cerebral Cysts, without CC",5,14,"Yes","30%",0,642,0,0,2045,200,613
"AA25A","Cerebral Degenerations or Miscellaneous Disorders of Nervous System, with CC",5,24,"Yes","30%",0,1269,0,0,2570,200,771
"AA25B","Cerebral Degenerations or Miscellaneous Disorders of Nervous System, without CC",5,8,"Yes","40%",0,492,0,0,1514,200,606
"AA26A","Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, with CC",5,13,"No","-",0,852,0,0,1194,200,0
"AA26B","Muscular, Balance, Cranial or Peripheral Nerve Disorders, Epilepsy or Head Injury, without CC",5,5,"No","-",0,588,0,0,590,200,0
"AA27A","Medical Care of Patients with Alzheimer's Disease with CC",84,55,"Yes","30%",0,3140,0,0,4611,200,1384
"AA27B","Medical Care of Patients with Alzheimer's Disease without CC",5,9,"Yes","30%",0,389,0,0,1633,200,489
"AA28A","Motor Neuron Disease with CC",18,51,"Yes","30%",0,2202,0,0,4686,200,1405
"AA28B","Motor Neuron Disease without CC",10,19,"Yes","30%",0,1536,0,0,2760,200,828
"AA29A","Transient Ischaemic Attack with CC",5,6,"Yes","40%",0,449,0,0,1320,200,528
"AA29B","Transient Ischaemic Attack without CC",5,5,"Yes","100%",0,426,0,0,505,200,505
"AA30A","Medical Care of Patients with Multiple Sclerosis with CC",5,37,"Yes","30%",0,496,0,0,3332,200,999
"AA30B","Medical Care of Patients with Multiple Sclerosis without CC",5,13,"Yes","40%",0,339,0,0,1974,200,789
"AA31A","Headache, Migraine or Cerebrospinal Fluid Leak, with CC",5,5,"No","-",0,759,0,0,573,200,0
"AA31B","Headache, Migraine or Cerebrospinal Fluid Leak, without CC",5,5,"No","-",0,394,0,0,381,200,0
"AA32Z","Neuropsychology Tests with length of stay 2 days or less",5,5,"No","-",0,388,0,0,348,200,0
"AA33C","Conventional EEG, EMG or Nerve Conduction Studies with length of stay 2 days or less, 19 years and over",5,5,"No","-",195,210,0,0,1101,200,0
"AA33D","Conventional EEG, EMG or Nerve Conduction Studies with length of stay 2 days or less, 18 years and under",5,5,"No","-",0,750,0,0,1208,270,0
"AA34E","Other Neurophysiological Operations, 19 years and over",5,36,"No","-",0,817,0,0,3515,188,0
"AA34F","Other Neurophysiological Operations, 18 years and under",5,19,"No","-",0,1336,0,0,2878,294,0
"AB02Z","Complex Major Pain Procedures",5,45,"No","-",0,679,0,0,3813,200,0
"AB03Z","Complex Pain Procedures",5,45,"No","-",0,490,0,0,3813,200,0
"AB04Z","Major Pain Procedures",5,21,"No","-",0,580,0,0,2238,200,0
"AB05Z","Intermediate Pain Procedures",5,24,"No","-",171,460,0,0,2422,200,0
"AB06Z","Minor Pain Procedures",5,21,"No","-",171,182,0,0,2090,200,0
"AB07Z","Insertion of Neurostimulator or Intrathecal Drug Delivery Device",5,37,"No","-",0,3611,0,0,4105,200,0
"AB08Z","Pain Radiofrequency Treatments",5,27,"No","-",0,626,0,0,2741,200,0
"AB09Z","Other Specified Pain Procedures",5,23,"No","-",167,529,0,0,2125,200,0
"AB10Z","Unspecified Pain Procedures",5,44,"No","-",0,357,0,0,1958,200,0
"AB11Z","Cognitive Behavioural Therapy",5,5,"No","-",0,67,0,0,67,200,0
"BZ01Z","Enhanced Cataract Surgery",5,12,"No","-",0,982,0,0,1944,242,0
"BZ02Z","Phacoemulsification Cataract Extraction and Lens Implant",5,35,"No","-",0,731,0,0,2649,242,0
"BZ03Z","Non-Phacoemulsification Cataract Surgery",5,5,"No","-",0,927,0,0,1248,242,0
"BZ04Z","Lens Capsulotomy",5,5,"No","-",156,156,0,0,443,242,0
"BZ05Z","Major Oculoplastics Procedures",5,50,"No","-",0,1239,0,0,8049,242,0
"BZ06A","Intermediate Oculoplastics Procedures, 19 years and over",5,5,"No","-",0,860,0,0,1204,242,0
"BZ06B","Intermediate Oculoplastics Procedures, 18 years and under",5,8,"No","-",0,972,0,0,1411,387,0
"BZ07A","Minor Oculoplastics Procedures, 19 years and over",5,5,"No","-",110,596,0,0,871,242,0
"BZ07B","Minor Oculoplastics Procedures, 18 years and under",5,5,"No","-",136,750,0,0,934,387,0
"BZ08A","Major Orbits or Lacrimal Procedures, 19 years and over",5,14,"No","-",0,2003,0,0,3096,242,0
"BZ08B","Major Orbits or Lacrimal Procedures, 18 years and under",5,10,"No","-",0,1870,0,0,3169,387,0
"BZ09A","Intermediate Orbits or Lacrimal Procedures, 19 years and over",5,16,"No","-",0,1380,0,0,2752,242,0
"BZ09B","Intermediate Orbits or Lacrimal Procedures, 18 years and under",5,5,"No","-",0,1440,0,0,2310,387,0
"BZ10A","Minor Orbits or Lacrimal Procedures, 19 years and over",5,5,"No","-",115,596,0,0,1177,242,0
"BZ10B","Minor Orbits or Lacrimal Procedures, 18 years and under",5,8,"No","-",116,768,0,0,1206,387,0
"BZ11Z","Major Cornea or Sclera Procedures",5,20,"No","-",0,1985,0,0,3408,242,0
"BZ12Z","Intermediate Cornea or Sclera Procedures",5,14,"No","-",0,1502,0,0,2457,242,0
"BZ13Z","Minor Cornea or Sclera Procedures",5,13,"No","-",138,841,0,0,2077,242,0
"BZ14A","Major Ocular Motility Procedures, 19 years and over",5,5,"No","-",0,1228,0,0,849,242,0
"BZ14B","Major Ocular Motility Procedures, 18 years and under",5,5,"No","-",0,1082,0,0,2327,387,0
"BZ15A","Intermediate Ocular Motility Procedures, 19 years and over",5,11,"No","-",0,1100,0,0,1272,242,0
"BZ15B","Intermediate Ocular Motility Procedures, 18 years and under",5,5,"No","-",0,1126,0,0,1061,387,0
"BZ16A","Minor Ocular Motility Procedures, 19 years and over",5,5,"No","-",0,1060,0,0,905,242,0
"BZ16B","Minor Ocular Motility Procedures, 18 years and under",5,5,"No","-",0,1029,0,0,864,387,0
"BZ17Z","Major Glaucoma Procedures",5,8,"No","-",0,1574,0,0,1754,242,0
"BZ18Z","Intermediate Glaucoma Procedures",5,8,"No","-",115,961,0,0,1507,242,0
"BZ19Z","Minor Glaucoma Procedures",5,5,"No","-",115,455,0,0,1001,242,0
"BZ20Z","Complex Vitreous Retinal Procedures",5,5,"No","-",0,1791,0,0,2215,242,0
"BZ21Z","Major Vitreous Retinal Procedures",5,5,"No","-",0,1408,0,0,1565,242,0
"BZ22Z","Intermediate Vitreous Retinal Procedures",5,5,"No","-",142,1164,0,0,1919,242,0
"BZ23Z","Minor Vitreous Retinal Procedures",5,5,"No","-",109,353,0,0,810,242,0
"BZ24A","Non-Surgical Ophthalmology with length of stay 2 days or more",12,17,"No","-",0,2690,0,0,2060,242,0
"BZ24C","Non-Surgical Ophthalmology with length of stay 1 day or less",5,5,"Yes","100%",0,315,0,0,399,242,399
"CZ01S","Minor Mouth or Throat Procedures, 18 years and under with CC",5,8,"No","-",0,793,0,0,2516,330,0
"CZ01T","Minor Mouth or Throat Procedures, 18 years and under without CC",5,5,"No","-",104,630,0,0,760,330,0
"CZ01V","Minor Mouth or Throat Procedures, 19 years and over with CC",5,11,"No","-",0,631,0,0,1565,221,0
"CZ01Y","Minor Mouth or Throat Procedures, 19 years and over without CC",5,5,"No","-",132,137,0,0,661,221,0
"CZ02S","Intermediate Mouth or Throat Procedures, 18 years and under with CC",5,20,"No","-",0,1307,0,0,3028,330,0
"CZ02T","Intermediate Mouth or Throat Procedures, 18 years and under without CC",5,5,"No","-",104,977,0,0,1167,330,0
"CZ02W","Intermediate Mouth or Throat Procedures, 19 years and over with Major CC",5,47,"No","-",0,1431,0,0,4745,221,0
"CZ02X","Intermediate Mouth or Throat Procedures, 19 years and over with Intermediate CC",5,9,"No","-",0,969,0,0,1641,221,0
"CZ02Y","Intermediate Mouth or Throat Procedures, 19 years and over without CC",5,5,"No","-",106,837,0,0,1056,221,0
"CZ03U","Major Mouth or Throat Procedures, 18 years and under",5,12,"No","-",0,2615,0,0,2790,330,0
"CZ03V","Major Mouth or Throat Procedures, 19 years and over with CC",5,31,"No","-",0,2470,0,0,4777,221,0
"CZ03Y","Major Mouth or Throat Procedures, 19 years and over without CC",5,10,"No","-",0,1892,0,0,2268,221,0
"CZ04O","Complex Major Mouth or Throat Procedures, with Major CC",67,110,"No","-",0,17730,0,0,20659,221,0
"CZ04P","Complex Major Mouth or Throat Procedures, with Intermediate CC",42,86,"No","-",0,10100,0,0,15986,221,0
"CZ04Q","Complex Major Mouth or Throat Procedures, without CC",35,60,"No","-",0,6594,0,0,7267,221,0
"CZ05S","Tonsillectomy, 18 years and under with CC",5,6,"No","-",0,1274,0,0,1923,330,0
"CZ05T","Tonsillectomy, 18 years and under without CC",5,5,"No","-",0,1083,0,0,1013,330,0
"CZ05V","Tonsillectomy, 19 years and over with CC",5,5,"No","-",0,1163,0,0,926,221,0
"CZ05Y","Tonsillectomy, 19 years and over without CC",5,5,"No","-",0,1079,0,0,786,221,0
"CZ07O","Exteriorisation of Trachea with Major CC",104,99,"No","-",0,8662,0,0,7770,221,0
"CZ07P","Exteriorisation of Trachea with Intermediate CC",21,60,"No","-",0,3184,0,0,4702,221,0
"CZ07Q","Exteriorisation of Trachea without CC",11,35,"No","-",0,2863,0,0,3178,221,0
"CZ08S","Minor Ear Procedures, 18 years and under with CC",5,11,"No","-",0,829,0,0,1620,330,0
"CZ08T","Minor Ear Procedures, 18 years and under without CC",5,5,"No","-",109,699,0,0,831,330,0
"CZ08V","Minor Ear Procedures, 19 years and over with CC",5,16,"No","-",0,668,0,0,1717,221,0
"CZ08Y","Minor Ear Procedures, 19 years and over without CC",5,5,"No","-",118,658,0,0,686,221,0
"CZ09U","Intermediate Ear Procedures, 18 years and under",5,8,"No","-",0,1459,0,0,985,330,0
"CZ09V","Intermediate Ear Procedures, 19 years and over with CC",5,9,"No","-",0,1028,0,0,1438,221,0
"CZ09Y","Intermediate Ear Procedures, 19 years and over without CC",5,9,"No","-",0,1028,0,0,1438,221,0
"CZ10U","Major Ear Procedures, 18 years and under",5,13,"No","-",0,0,1925,1620,3794,330,0
"CZ10V","Major Ear Procedures, 19 years and over with CC",5,39,"No","-",0,0,1968,1663,5542,221,0
"CZ10Y","Major Ear Procedures, 19 years and over without CC",5,15,"No","-",0,0,1944,1638,2459,221,0
"CZ11Z","Complex Major Ear Procedures",5,25,"No","-",0,2678,0,0,3520,221,0
"CZ12U","Minor Nose Procedures, 18 years and under",5,5,"No","-",105,651,0,0,736,330,0
"CZ12V","Minor Nose Procedures, 19 years and over with CC",5,6,"No","-",0,688,0,0,972,221,0
"CZ12Y","Minor Nose Procedures, 19 years and over without CC",5,5,"No","-",110,587,0,0,730,221,0
"CZ13U","Intermediate Nose Procedures, 18 years and under",5,8,"No","-",0,1140,0,0,1395,330,0
"CZ13V","Intermediate Nose Procedures, 19 years and over with CC",5,6,"No","-",0,1186,0,0,1093,221,0
"CZ13Y","Intermediate Nose Procedures, 19 years and over without CC",5,5,"No","-",113,1135,0,0,910,221,0
"CZ14U","Major Nose Procedures, 18 years and under",5,17,"No","-",0,1707,0,0,3827,330,0
"CZ14V","Major Nose Procedures, 19 years and over with CC",5,11,"No","-",0,1490,0,0,1983,221,0
"CZ14Y","Major Nose Procedures, 19 years and over without CC",5,9,"No","-",0,1424,0,0,1617,221,0
"CZ15N","Complex Major Nose Procedures with CC",5,16,"No","-",0,1715,0,0,3742,221,0
"CZ15Q","Complex Major Nose Procedures without CC",5,12,"No","-",0,1519,0,0,3020,221,0
"CZ16N","Minor Maxillo-facial Procedures with CC",5,5,"No","-",0,1280,0,0,1596,221,0
"CZ16Q","Minor Maxillo-facial Procedures without CC",5,5,"No","-",0,1114,0,0,1476,221,0
"CZ17U","Intermediate Maxillo-facial Procedures, 18 years and under",5,5,"No","-",0,1426,0,0,2201,330,0
"CZ17V","Intermediate Maxillo-facial Procedures, 19 years and over with CC",5,9,"No","-",0,2151,0,0,2620,221,0
"CZ17Y","Intermediate Maxillo-facial Procedures, 19 years and over without CC",5,5,"No","-",0,1367,0,0,2046,221,0
"CZ18R","Major Maxillo-facial Procedures, 19 years and over",5,16,"No","-",0,3583,0,0,3534,221,0
"CZ18U","Major Maxillo-facial Procedures, 18 years and under",5,10,"No","-",0,3334,0,0,3030,330,0
"CZ19Z","Complex Major Maxillo-facial Procedures",21,35,"No","-",0,6226,0,0,6091,221,0
"CZ20Z","Complex Major Head or Neck Procedures with Reconstruction",46,46,"No","-",0,16811,0,0,16811,221,0
"CZ21V","Minor Head, Neck and Ear Disorders, with CC",5,5,"Yes","65%",0,933,0,0,694,221,452
"CZ21Y","Minor Head, Neck and Ear Disorders, without CC",5,5,"Yes","100%",0,613,0,0,429,221,429
"CZ22W","Intermediate Head, Neck and Ear Disorders, with Major CC",17,15,"Yes","30%",0,1847,0,0,2025,221,607
"CZ22X","Intermediate Head, Neck and Ear Disorders, with Intermediate CC",8,5,"Yes","65%",0,1198,0,0,890,221,579
"CZ22Y","Intermediate Head, Neck and Ear Disorders, without CC",5,5,"Yes","100%",0,702,0,0,605,221,605
"CZ23W","Major Head, Neck and Ear Disorders, with Major CC",29,21,"Yes","30%",0,2690,0,0,2450,221,735
"CZ23X","Major Head, Neck and Ear Disorders, with Intermediate CC",10,8,"Yes","40%",0,1204,0,0,1272,221,509
"CZ23Y","Major Head, Neck and Ear Disorders, without CC",8,5,"Yes","100%",0,916,0,0,568,221,568
"CZ24O","Complex Major Head, Neck and Ear Disorders, with Major CC",42,44,"Yes","30%",0,4888,0,0,4690,221,1407
"CZ24P","Complex Major Head, Neck and Ear Disorders, with Intermediate CC",11,20,"Yes","30%",0,1572,0,0,2733,221,820
"CZ24Q","Complex Major Head, Neck and Ear Disorders, without CC",13,14,"Yes","30%",0,1430,0,0,2059,221,618
"CZ27Z","Fixture for Bone Anchored Hearing Aids",5,5,"No","-",0,2336,0,0,2336,221,0
"CZ30U","Minor Extraction of Tooth, 18 years and under",5,5,"No","-",0,430,0,0,802,330,0
"CZ30Y","Minor Extraction of Tooth, 19 years and over",5,5,"No","-",190,197,0,0,772,221,0
"CZ31U","Minor Dental Biopsy, 18 years and under",5,5,"No","-",0,502,0,0,712,330,0
"CZ31Y","Minor Dental Biopsy, 19 years and over",5,5,"No","-",223,230,0,0,589,221,0
"CZ32U","Dental Fitting or Insertion Procedures, 18 years and under",5,5,"No","-",156,888,0,0,888,330,0
"CZ32Y","Dental Fitting or Insertion Procedures, 19 years and over",5,5,"No","-",156,766,0,0,766,221,0
"CZ33U","Minor Dental Restoration Procedures, 18 years and under",5,5,"No","-",0,529,0,0,681,330,0
"CZ33Y","Minor Dental Restoration Procedures, 19 years and over",5,5,"No","-",223,230,0,0,987,221,0
"CZ34U","Minor Dental Procedures, 18 years and under",5,5,"No","-",156,542,0,0,925,330,0
"CZ34Y","Minor Dental Procedures, 19 years and over",5,5,"No","-",116,120,0,0,1033,221,0
"CZ35U","Adjustment of Dental Device, 18 years and under",5,5,"No","-",103,107,0,0,217,330,0
"CZ35Y","Adjustment of Dental Device, 19 years and over",5,5,"No","-",105,108,0,0,1458,221,0
"CZ36U","Dental Excision or Biopsy Procedures, 18 years and under",5,5,"No","-",0,641,0,0,831,330,0
"CZ36Y","Dental Excision or Biopsy Procedures, 19 years and over",5,5,"No","-",155,530,0,0,683,221,0
"CZ37U","Surgical Removal of Tooth, 18 years and under",5,5,"No","-",0,741,0,0,952,330,0
"CZ37Y","Surgical Removal of Tooth, 19 years and over",5,5,"No","-",110,469,0,0,1030,221,0
"CZ38U","Creation of Dental Impression, 18 years and under",5,5,"No","-",109,113,0,0,1221,330,0
"CZ38Y","Creation of Dental Impression, 19 years and over",5,5,"No","-",124,129,0,0,2114,221,0
"CZ39U","Intermediate Dental Procedures, 18 years and under",5,5,"No","-",156,843,0,0,941,330,0
"CZ39Y","Intermediate Dental Procedures, 19 years and over",5,5,"No","-",156,762,0,0,885,221,0
"CZ40U","Major Surgical Removal of Tooth, 18 years and under",5,5,"No","-",0,830,0,0,1147,330,0
"CZ40Y","Major Surgical Removal of Tooth, 19 years and over",5,5,"No","-",115,557,0,0,1212,221,0
"CZ41U","Major Dental Procedures, 18 years and under",5,5,"No","-",0,835,0,0,940,330,0
"CZ41Y","Major Dental Procedures, 19 years and over",5,5,"No","-",129,628,0,0,1096,221,0
"CZ42U","Extraction of Multiple Teeth, 18 years and under",5,5,"No","-",0,541,0,0,942,330,0
"CZ42Y","Extraction of Multiple Teeth, 19 years and over",5,5,"No","-",112,629,0,0,1121,221,0
"DZ02A","Complex Thoracic Procedures with Major CC",28,48,"No","-",0,7971,0,0,8885,187,0
"DZ02B","Complex Thoracic Procedures with Intermediate CC",15,24,"No","-",0,6080,0,0,6284,187,0
"DZ02C","Complex Thoracic Procedures without CC",13,18,"No","-",0,5118,0,0,5153,187,0
"DZ03A","Major Thoracic Procedures with CC",10,45,"No","-",0,2509,0,0,6339,187,0
"DZ03B","Major Thoracic Procedures without CC",5,14,"No","-",0,1800,0,0,2694,187,0
"DZ04A","Intermediate Thoracic Procedures with CC",10,36,"No","-",0,2325,0,0,4917,187,0
"DZ04B","Intermediate Thoracic Procedures without CC",5,20,"No","-",0,1432,0,0,3096,187,0
"DZ06Z","Minor Thoracic Procedures",5,5,"No","-",0,536,0,0,526,187,0
"DZ07A","Fibre Optic Bronchoscopy, 19 years and over",5,5,"No","-",0,496,0,0,326,187,0
"DZ07B","Fibre Optic Bronchoscopy, 18 years and under",5,5,"No","-",0,1098,0,0,1812,327,0
"DZ08Z","Rigid Bronchoscopy",5,5,"No","-",0,1146,0,0,1177,187,0
"DZ09A","Pulmonary Embolus with Major CC",15,26,"Yes","30%",0,1554,0,0,2859,187,858
"DZ09B","Pulmonary Embolus with Intermediate CC",8,17,"No","-",0,962,0,0,1481,187,0
"DZ09C","Pulmonary Embolus without CC",5,11,"No","-",0,356,0,0,1481,187,0
"DZ10A","Lung Abscess-Empyema with Major CC",45,43,"Yes","30%",0,5012,0,0,4940,187,1482
"DZ10B","Lung Abscess-Empyema with Intermediate CC",21,30,"Yes","30%",0,2790,0,0,3644,187,1093
"DZ10C","Lung Abscess-Empyema without CC",10,19,"Yes","30%",0,1640,0,0,3014,187,904
"DZ11A","Lobar, Atypical or Viral Pneumonia, with Major CC",43,29,"Yes","30%",0,3934,0,0,3090,187,927
"DZ11B","Lobar, Atypical or Viral Pneumonia, with Intermediate CC",25,20,"Yes","30%",0,2680,0,0,2150,187,645
"DZ11C","Lobar, Atypical or Viral Pneumonia, without CC",14,9,"No","-",0,1976,0,0,895,187,0
"DZ12A","Bronchiectasis with CC",28,28,"Yes","30%",0,2502,0,0,2811,187,843
"DZ12B","Bronchiectasis without CC",5,15,"Yes","40%",0,527,0,0,1599,187,639
"DZ14A","Pulmonary, Pleural or Other Tuberculosis, with CC",24,32,"Yes","30%",0,2519,0,0,3485,187,1046
"DZ14B","Pulmonary, Pleural or Other Tuberculosis, without CC",5,20,"Yes","30%",0,637,0,0,2496,187,749
"DZ15A","Asthma with Intubation, with Major CC",35,35,"Yes","30%",0,2996,0,0,2996,187,899
"DZ15B","Asthma with Intubation, with Intermediate CC",22,22,"Yes","30%",0,2011,0,0,2011,187,604
"DZ15C","Asthma with Intubation, without CC",11,11,"Yes","40%",0,984,0,0,984,187,393
"DZ15D","Asthma without Intubation, with Major CC",20,15,"Yes","30%",0,2041,0,0,1852,187,555
"DZ15E","Asthma without Intubation, with Intermediate CC",8,11,"No","-",0,1120,0,0,925,187,0
"DZ15F","Asthma without Intubation, without CC",5,8,"No","-",0,390,0,0,588,187,0
"DZ16A","Pleural Effusion with Major CC",16,32,"Yes","30%",0,2033,0,0,3246,187,974
"DZ16B","Pleural Effusion with Intermediate CC",11,20,"Yes","30%",0,1970,0,0,1240,187,372
"DZ16C","Pleural Effusion without CC",8,11,"Yes","40%",0,1452,0,0,620,187,248
"DZ17A","Respiratory Neoplasms with Major CC",8,31,"Yes","30%",0,1109,0,0,3213,187,963
"DZ17B","Respiratory Neoplasms with Intermediate CC",5,19,"Yes","30%",0,1063,0,0,2343,187,703
"DZ17C","Respiratory Neoplasms without CC",5,10,"Yes","40%",0,633,0,0,1599,187,639
"DZ18Z","Sleeping Disorders Affecting Breathing",5,26,"Yes","30%",0,561,0,0,2872,187,861
"DZ19A","Other Respiratory Diagnoses with Major CC",8,15,"Yes","30%",0,1538,0,0,1837,187,551
"DZ19B","Other Respiratory Diagnoses with Intermediate CC",5,8,"Yes","65%",0,1103,0,0,968,187,629
"DZ19C","Other Respiratory Diagnoses without CC",5,5,"Yes","100%",0,817,0,0,452,187,452
"DZ20Z","Pulmonary Oedema",27,19,"Yes","30%",0,1885,0,0,2243,187,673
